.id,Player,Rating,Games,Win,Draw,Loss,Lag,name
2013,104523,2213.5,1,1,0,0,34,Frederico Gil
2013,105456,2213.5,1,1,0,0,41,Sergio Galdos
2013,105630,2213.5,1,1,0,0,41,Tomislav Ternar
2013,105707,2213.5,1,1,0,0,11,Nicolaas Scholtz
2013,106000,2213.5,3,2,0,1,34,Damir Dzumhur
2013,106034,2213.5,1,1,0,0,41,Yasutaka Uchiyama
2013,106220,2213.5,1,1,0,0,34,Dimitar Kuzmanov
2013,106227,2213.5,1,1,0,0,41,Ji Sung Nam
2013,106350,2213.5,1,1,0,0,41,Andre Gaspar Murta
2013,108701,2213.5,1,1,0,0,34,Juan Sebastian Cabal
2013,108717,2213.5,1,1,0,0,34,Francis Casey Alcantara
2013,111181,2213.5,1,1,0,0,41,Pruchya Isarow
2013,125781,2213.5,1,1,0,0,34,Rogelio Siller
2014,103600,2213.5,3,2,0,1,32,Mohammad Ghareeb
2014,104600,2213.5,1,1,0,0,40,Treat Conrad Huey
2014,104803,2213.5,1,1,0,0,40,Younes Rachidi
2014,104910,2213.5,1,1,0,0,40,Tihomir Grozdanov
2014,105031,2213.5,1,1,0,0,40,Saketh Myneni
2014,105177,2213.5,1,1,0,0,40,Aditya Hari Sasongko
2014,106194,2213.5,1,1,0,0,37,Nutthanon Kadchapanan
2014,109336,2213.5,1,1,0,0,32,Ayoub Chakrouni
2014,124063,2213.5,1,1,0,0,40,Santiago Maresca
2014,126209,2213.5,1,1,0,0,32,Peter Bertran
2014,134302,2213.5,1,1,0,0,40,Mantas Bugailiskis
2014,144775,2213.5,1,1,0,0,37,Linh Giang Trinh
2015,104600,2213.5,1,1,0,0,36,Treat Conrad Huey
2015,104909,2213.5,1,1,0,0,36,Sunu Wahyu Trijati
2015,104910,2213.5,1,1,0,0,19,Tihomir Grozdanov
2015,105273,2213.5,1,1,0,0,19,Mauricio Echazu
2015,105334,2213.5,1,1,0,0,36,Luis David Martinez
2015,105464,2213.5,1,1,0,0,36,Christopher Rungkat
2015,105790,2213.5,1,1,0,0,36,Yong Kyu Lim
2015,105961,2213.5,3,2,0,1,19,David Souto
2015,106249,2213.5,1,1,0,0,36,Joao Domingues
2015,108717,2213.5,1,1,0,0,36,Francis Casey Alcantara
2015,108780,2213.5,1,1,0,0,36,Lofo Ramiaramanana
2015,122321,2213.5,1,1,0,0,11,Marat Deviatiarov
2015,126473,2213.5,1,1,0,0,19,Aljaz Radinski
2015,200537,2213.5,1,1,0,0,4,Nicolas Xiviller
1992,101352,2213.492355,3,2,0,1,31,Jae Sik Kim
2015,106033,2213.492188,3,2,0,1,19,Romain Arneodo
2012,104823,2213.479628,1,1,0,0,11,Bruno Rodriguez
1995,101884,2213.477809,3,2,0,1,20,Frank Ofori
2000,104051,2213.47766,5,3,0,2,9,Andrej Kracman
2013,105386,2213.471697,1,1,0,0,11,Janez Semrajc
1999,101591,2213.466257,3,2,0,1,20,Danny Sapsford
1998,102812,2213.460839,3,2,0,1,18,Jicham Zaatini
1986,110982,2213.459572,3,2,0,1,22,Sombat Uamongkol
1994,101368,2213.446041,5,3,0,2,5,Christian Miniussi
2005,104928,2213.444518,3,2,0,1,8,Sun Yong Kim Jr
1995,102556,2213.440617,5,3,0,2,20,Claude Ngoran
2000,108582,2213.426159,3,2,0,1,37,Luis Perez Chete
2003,102300,2213.424367,7,4,0,3,6,Gouichi Motomura
1996,102135,2213.403165,16,8,0,8,3,Emilio Benfele Alvarez
2011,105023,2213.382573,27,12,0,15,4,Sam Querrey
2001,103402,2213.380913,3,2,0,1,18,Peter Clarke
1988,101717,2213.374688,24,11,0,13,2,Diego Nargiso
2014,104952,2213.373016,5,3,0,2,9,Martin Pedersen
2015,105967,2213.372399,5,3,0,2,5,Henri Laaksonen
2005,102286,2213.356275,1,1,0,0,8,Wayne Black
1992,101955,2213.346185,26,13,0,13,3,Luis Herrera
2009,103248,2213.343354,7,4,0,3,11,Harel Levy
1996,102327,2213.309925,5,3,0,2,10,Adam Skrzypczak
1996,102395,2213.308046,3,2,0,1,10,Ville Liukko
1986,100515,2213.304317,16,8,0,8,3,Shlomo Glickstein
2004,104571,2213.298464,4,2,0,2,11,Marcos Baghdatis
1994,102104,2213.283664,8,4,0,4,15,Christian Ruud
2014,105952,2213.248392,3,2,0,1,18,Renzo Olivo
1991,100553,2213.185171,5,3,0,2,12,Nduka Odizor
2011,105111,2213.172664,3,2,0,1,12,Ivan Endara
2013,105238,2213.160277,52,25,0,27,3,Alexandr Dolgopolov
2014,105790,2213.158238,3,2,0,1,9,Yong Kyu Lim
2011,105579,2213.151748,7,4,0,3,10,Kittipong Wachiramanowong
1989,101507,2213.145036,30,15,0,15,2,Tomas Carbonell
2003,103250,2213.135085,3,2,0,1,38,Rodolphe Cadart
2000,101932,2213.132776,4,2,0,2,4,Jared Palmer
2012,105004,2213.131699,3,2,0,1,40,Dimitar Kutrovsky
2005,103503,2213.120421,17,8,0,9,3,Robin Vik
2015,103594,2213.116184,1,1,0,0,19,Oliver Marach
1997,103166,2213.097763,3,2,0,1,19,Vladimir Voltchkov
1986,100543,2213.093059,6,3,0,3,7,Peter Elter
1996,101884,2213.089853,3,2,0,1,19,Frank Ofori
2003,102968,2213.085541,3,2,0,1,7,Jonathan Erlich
2002,104019,2213.07623,3,2,0,1,14,Kristof Vliegen
1997,102167,2213.068339,46,20,0,26,2,Juan Albert Viloca Puig
2005,102959,2213.060665,3,2,0,1,8,Marko Tkalec
1992,102097,2213.03676,5,3,0,2,29,Naratorn Srichaphan
1998,101957,2213.019154,3,2,0,1,18,Milen Velev
2005,104797,2213.016393,3,2,0,1,26,Denis Istomin
1985,107468,2213.016332,1,1,0,0,31,Julian Stamatov
2005,103316,2213.014827,1,1,0,0,17,Victor Romero
2013,105271,2213.009239,1,1,0,0,11,Gonzalo Escobar
1989,101191,2213.007989,44,23,0,21,3,Richey Reneberg
2009,105497,2212.996078,3,2,0,1,11,Jose Hernandez
1988,100356,2212.996049,5,3,0,2,50,Paul Mcnamee
1996,102632,2212.993284,1,1,0,0,10,Michal Gawlowski
2007,105208,2212.992678,24,10,0,14,3,Ernests Gulbis
2013,104112,2212.987088,5,3,0,2,32,Benjamin Balleret
1996,108277,2212.982655,1,1,0,0,19,Srdan Muskatirovic
1985,100253,2212.980102,18,9,0,9,9,Tom Gullikson
2001,101495,2212.978747,3,2,0,1,33,Miguel Tobon
2011,104775,2212.977285,3,2,0,1,21,Adam Kellner
2013,104557,2212.977285,3,2,0,1,34,Andis Juska
2014,105656,2212.977285,3,2,0,1,32,Marcelo Arevalo
1986,107205,2212.975706,3,2,0,1,26,Hisham Nasser
1994,108832,2212.975706,1,1,0,0,36,Thorsten Poelzl
1995,102656,2212.975706,1,1,0,0,20,Tommi Lenho
1997,101167,2212.975706,1,1,0,0,33,Jaime Cortes
1997,101416,2212.975706,3,2,0,1,19,Joao Cunha Silva
1997,101764,2212.975706,3,2,0,1,33,Yu Hui Lien
1997,102556,2212.975706,3,2,0,1,19,Claude Ngoran
1997,108818,2212.975706,1,1,0,0,19,Givi Samkharadze
1998,102740,2212.975706,1,1,0,0,18,Francisco Rodriguez
1998,102956,2212.975706,3,2,0,1,18,Sultan Khalfan
1998,106991,2212.975706,3,2,0,1,18,Farshad Talavar
1998,108845,2212.975706,3,2,0,1,18,Farhad Tadayon
1999,102448,2212.975706,3,2,0,1,34,Ali Hamadeh
1999,108791,2212.975706,1,1,0,0,18,Oskars Vaskis
2000,101976,2212.975706,3,2,0,1,37,Federico Dondo
2000,103287,2212.975706,3,2,0,1,20,Krystian Pfeiffer
2000,103875,2212.975706,1,1,0,0,40,Anoosha Shahgholi
2001,102713,2212.975706,1,1,0,0,40,Jing Zhu Yang
2001,102812,2212.975706,3,2,0,1,33,Jicham Zaatini
2001,103053,2212.975706,1,1,0,0,18,Nikos Rovas
2001,108631,2212.975706,1,1,0,0,33,Wen Lung Chang
2002,101970,2212.975706,3,2,0,1,17,Iztok Bozic
2002,102942,2212.975706,3,2,0,1,17,Vladimir Pavicevic
2002,103590,2212.975706,3,2,0,1,31,Michael Quintero
2002,104138,2212.975706,3,2,0,1,17,Henry Adjei Darko
2002,104299,2212.975706,1,1,0,0,31,Hiu Tung Yu
2002,108658,2212.975706,1,1,0,0,31,Yanquiel Medina Sobrino
2002,108667,2212.975706,1,1,0,0,17,Kwasi Ahenkora
2002,117349,2212.975706,1,1,0,0,17,F EGYIR
2003,103197,2212.975706,3,2,0,1,17,John Doran
2003,103472,2212.975706,3,2,0,1,17,Karim Maamoun
2003,103905,2212.975706,3,2,0,1,31,Ricardo Chile Fonte
2004,102811,2212.975706,1,1,0,0,18,Dusan Vemic
2004,103803,2212.975706,3,2,0,1,31,Ashkan Shokoofi
2004,108594,2212.975706,3,2,0,1,31,Johnny Arcilla
2004,108928,2212.975706,1,1,0,0,31,Saeid Ahmadvand
2005,103505,2212.975706,3,2,0,1,17,Vasilis Mazarakis
2005,104308,2212.975706,1,1,0,0,17,Michal Przysiezny
2006,103891,2212.975706,3,2,0,1,16,Alexandros Jakupovic
2006,104887,2212.975706,1,1,0,0,8,Piero Luisi
2007,102233,2212.975706,1,1,0,0,35,Leander Paes
2007,104673,2212.975706,3,2,0,1,35,Julio Cesar Campozano
2008,104299,2212.975706,3,2,0,1,31,Hiu Tung Yu
2008,104813,2212.975706,1,1,0,0,17,Grega Zemlja
2009,103630,2212.975706,3,2,0,1,21,Martijn Van Haasteren
2009,105738,2212.975706,1,1,0,0,38,Tsung Hua Yang
2010,104249,2212.975706,1,1,0,0,30,Marcelo Melo
2010,106198,2212.975706,1,1,0,0,22,Hugo Dellien
2010,108744,2212.975706,1,1,0,0,22,Rodrigo Rappaccioli
2010,108746,2212.975706,1,1,0,0,22,Austen Childs
2011,103638,2212.975706,3,2,0,1,21,Jhonson Garcia
2012,103523,2212.975706,1,1,0,0,35,Rohan Bopanna
2012,106169,2212.975706,1,1,0,0,35,Vladyslav Manafov
2014,108786,2212.975706,1,1,0,0,32,Seanon Williams
2015,200272,2212.975706,1,1,0,0,19,Jean Jacques Rakotohasy
1985,101256,2212.966256,7,4,0,3,1,Mark Kratzmann
2000,103590,2212.965094,1,1,0,0,9,Michael Quintero
2001,103544,2212.960539,1,1,0,0,9,Andy Ram
2006,104342,2212.958629,1,1,0,0,16,Matias Silva
2015,103902,2212.957785,1,1,0,0,36,Jan Mertl
2001,103828,2212.957644,3,2,0,1,33,Jean Julien Rojer
2002,103220,2212.956883,1,1,0,0,8,Oh Hee Kwon
2004,104609,2212.955397,1,1,0,0,18,Omar Hedayet
2005,105273,2212.955366,1,1,0,0,8,Mauricio Echazu
2004,101889,2212.955107,1,1,0,0,8,Todd Woodbridge
2011,105030,2212.953927,3,2,0,1,21,Michael Venus
1994,101696,2212.948743,3,2,0,1,26,Federico Mordegan
2009,103908,2212.945664,57,28,0,29,2,Paul Henri Mathieu
1995,101585,2212.944861,1,1,0,0,35,Fabio Silberberg
2009,104813,2212.937844,7,4,0,3,11,Grega Zemlja
2005,104046,2212.935028,3,2,0,1,8,Bostjan Osabnik
1994,101835,2212.92703,6,3,0,3,3,Arne Thoms
2007,103590,2212.897123,1,1,0,0,9,Michael Quintero
1996,101156,2212.894969,3,2,0,1,34,Juan Pino
1987,101014,2212.887238,17,8,0,9,5,John Ross
2005,103428,2212.885587,54,28,0,26,3,Juan Ignacio Chela
2011,105573,2212.885217,1,1,0,0,12,Henri Kontinen
1998,102148,2212.863981,57,29,0,28,2,Fabrice Santoro
2002,102882,2212.845795,28,14,0,14,10,Mark Philippoussis
1992,101312,2212.83159,12,6,0,6,12,Robbie Weiss
2015,120401,2212.827152,3,2,0,1,19,Tucker Vorster
2015,104695,2212.821059,3,2,0,1,19,Fritz Wolmarans
2013,104500,2212.813551,25,13,0,12,8,Somdev Devvarman
1992,101298,2212.808746,39,16,0,23,5,Jonas Svensson
1992,101233,2212.793243,30,14,0,16,3,Alex Antonitsch
1985,101026,2212.744653,8,4,0,4,13,Jim Grabb
2004,103420,2212.683011,8,4,0,4,3,Michal Tabara
2007,103668,2212.681539,3,2,0,1,9,Lazar Magdincev
2000,102375,2212.681325,3,2,0,1,13,Dinu Pescariu
2006,102811,2212.669302,5,3,0,2,15,Dusan Vemic
1999,108585,2212.663314,3,2,0,1,9,Americo Venero Montes
1987,100730,2212.655337,5,3,0,2,20,Florin Segarceanu
2001,101723,2212.65483,20,10,0,10,3,Magnus Larsson
2011,103110,2212.651366,1,1,0,0,12,Daniele Bracciali
1987,100837,2212.630649,25,12,0,13,4,Jeremy Bates
2008,110685,2212.610867,3,2,0,1,8,Gd Jones
2007,103393,2212.610291,7,4,0,3,11,Yuri Schukin
1991,100995,2212.604298,38,17,0,21,3,Eduardo Masso
1992,101073,2212.603691,39,18,0,21,3,Martin Jaite
1987,102021,2212.580083,8,4,0,4,11,Michael Chang
2003,103504,2212.572158,3,2,0,1,31,Febi Widhiyanto
1992,101235,2212.56388,66,35,0,31,3,Paul Haarhuis
2007,104813,2212.560992,3,2,0,1,19,Grega Zemlja
1998,102223,2212.547977,42,21,0,21,2,Karim Alami
1993,101532,2212.544377,47,21,0,26,3,Francisco Clavet
2008,103638,2212.532487,3,2,0,1,31,Jhonson Garcia
1991,101735,2212.529412,42,22,0,20,8,Richard Fromberg
2008,104992,2212.514178,3,2,0,1,8,Syrym Abdukhalikov
1997,106843,2212.512902,1,1,0,0,19,David Katcharava
2008,103184,2212.492656,1,1,0,0,38,Bob Bryan
2005,103184,2212.491205,1,1,0,0,34,Bob Bryan
2004,104342,2212.490644,3,2,0,1,8,Matias Silva
2000,103296,2212.479344,3,2,0,1,20,Ivaylo Traykov
2005,103525,2212.473243,3,2,0,1,8,Ivan Miranda
2005,104342,2212.473243,1,1,0,0,8,Matias Silva
2007,104561,2212.471755,3,2,0,1,9,Jae Sung An
2000,102076,2212.471059,3,2,0,1,20,Mark Merklein
1991,101073,2212.468853,48,25,0,23,3,Martin Jaite
2001,102444,2212.467725,1,1,0,0,18,Scott Barron
1994,101367,2212.463145,1,1,0,0,10,Igor Saric
2015,105806,2212.45811,3,2,0,1,19,Mirza Basic
2002,103413,2212.457025,3,2,0,1,8,Genius Chidzikwe
1985,101154,2212.45662,17,9,0,8,5,Simon Youl
1985,100761,2212.452992,5,3,0,2,10,Danny Saltz
1985,100911,2212.452992,3,2,0,1,10,Dominik Guido Utzinger
1986,108823,2212.452992,3,2,0,1,32,Tintus Arianto Wibowo
1988,101770,2212.452992,3,2,0,1,29,Lech Sidor
1989,107827,2212.452992,3,2,0,1,44,Moncef Zehar
1991,109002,2212.452992,3,2,0,1,25,Tung Yi Kho
1991,110828,2212.452992,3,2,0,1,25,Wai Yaw Liu
1992,111002,2212.452992,3,2,0,1,35,Hani Al Ali
1993,108849,2212.452992,3,2,0,1,36,Rohan De Silva
1993,111047,2212.452992,1,1,0,0,36,Lasith Dissanayake
1994,102097,2212.452992,3,2,0,1,36,Naratorn Srichaphan
1995,101156,2212.452992,3,2,0,1,35,Juan Pino
1996,101495,2212.452992,3,2,0,1,11,Miguel Tobon
1997,102543,2212.452992,3,2,0,1,33,Chia Yen Tsai
1998,101156,2212.452992,1,1,0,0,18,Juan Pino
1998,101651,2212.452992,1,1,0,0,18,Owen Casey
1998,102993,2212.452992,1,1,0,0,18,Michal Chmela
1998,108854,2212.452992,1,1,0,0,18,George Mcgill
2000,101662,2212.452992,3,2,0,1,37,Selvam Veerasingam
2000,101989,2212.452992,1,1,0,0,20,Patrik Langvardt
2001,101662,2212.452992,3,2,0,1,33,Selvam Veerasingam
2001,103273,2212.452992,1,1,0,0,33,Dong Hyun Kim
2003,103050,2212.452992,1,1,0,0,31,Shahab Hassani Nafez
2003,103923,2212.452992,1,1,0,0,17,Radoslaw Nijaki
2004,104591,2212.452992,1,1,0,0,31,Patrick Tierro
2004,108597,2212.452992,1,1,0,0,31,Adelo Abadia
2005,103739,2212.452992,3,2,0,1,26,Jose De Armas
2005,104501,2212.452992,1,1,0,0,17,Xin Yuan Yu
2005,104557,2212.452992,3,2,0,1,17,Andis Juska
2006,103899,2212.452992,3,2,0,1,16,Stian Boretti
2007,103828,2212.452992,1,1,0,0,35,Jean Julien Rojer
2009,104887,2212.452992,3,2,0,1,21,Piero Luisi
2011,104112,2212.452992,3,2,0,1,21,Benjamin Balleret
2011,104863,2212.452992,3,2,0,1,21,Olivier Sajous
2012,105877,2212.452992,1,1,0,0,11,Emilio Gomez
2013,104901,2212.452992,3,2,0,1,34,Vladimir Ivanov
2013,105273,2212.452992,3,2,0,1,34,Mauricio Echazu
2013,107098,2212.452992,1,1,0,0,34,Gilles Kremer
2013,122047,2212.452992,1,1,0,0,34,Luciano Ramazzini
2014,106387,2212.452992,1,1,0,0,32,Mazen Osama
2015,105541,2212.452992,3,2,0,1,19,Alex Llompart
1986,110141,2212.451412,3,2,0,1,32,Chang Rung Wu
2010,105379,2212.451412,3,2,0,1,34,Aljaz Bedene
2012,104146,2212.451412,3,2,0,1,35,Jonathan Chu
2013,105349,2212.451412,3,2,0,1,34,Harri Heliovaara
1995,102077,2212.451307,1,1,0,0,20,Alexander Shvec
2007,103808,2212.449135,51,26,0,25,2,Potito Starace
2000,102650,2212.447635,3,2,0,1,21,Roberto Carretero
2002,103142,2212.438031,1,1,0,0,17,Mohamed Wafa
2013,106026,2212.432764,3,2,0,1,34,Yuki Bhambri
1991,100689,2212.427288,25,12,0,13,3,Tim Mayotte
2009,104589,2212.421643,16,8,0,8,12,Chris Guccione
2015,111797,2212.417411,5,3,0,2,16,Nicolas Jarry
2006,102233,2212.416823,1,1,0,0,30,Leander Paes
2000,117348,2212.415755,1,1,0,0,9,Y WANG
1998,102448,2212.413821,3,2,0,1,18,Ali Hamadeh
1989,100967,2212.413223,26,12,0,14,2,Dan Goldie
2006,104700,2212.405768,3,2,0,1,8,Daniel Vallverdu
2012,104535,2212.372426,5,3,0,2,11,Daniel Garza
2012,105226,2212.363991,9,5,0,4,19,Attila Balazs
1994,101686,2212.346657,38,18,0,20,3,Franco Davin
1989,101071,2212.327047,31,15,0,16,5,Tom Nijssen
2002,103145,2212.308113,5,3,0,2,8,Amir Hadad
2012,104025,2212.286029,5,3,0,2,35,Amer Delic
2009,104919,2212.223233,36,18,0,18,3,Leonardo Mayer
2005,102987,2212.205537,3,2,0,1,34,Andre Sa
1997,102250,2212.205213,5,3,0,2,10,Emanuel Couto
1999,103031,2212.18092,21,10,0,11,7,Julian Alonso
2013,104673,2212.142007,3,2,0,1,11,Julio Cesar Campozano
1985,100428,2212.111717,3,2,0,1,45,Gene Mayer
1998,101862,2212.097703,3,2,0,1,17,Maurice Ruah
2007,104869,2212.092601,3,2,0,1,19,Sergei Bubka
2015,105032,2212.081302,41,19,0,22,8,Samuel Groth
2004,102997,2212.07963,3,2,0,1,8,Hermes Gamonal
2011,104424,2212.072932,14,7,0,7,9,Go Soeda
2006,102904,2212.050476,3,2,0,1,37,Leos Friedl
1989,110794,2212.036099,5,3,0,2,29,Jerome Seguin
2005,102860,2212.004575,43,22,0,21,3,Agustin Calleri
2009,104368,2211.990909,5,3,0,2,11,Daniel King Turner
2008,105339,2211.976078,5,3,0,2,7,Yan Bai
2009,103850,2211.972773,3,2,0,1,43,Sebastian Decoud
2000,102528,2211.952905,1,1,0,0,20,Carlos Drada
2002,102737,2211.948068,3,2,0,1,17,Gergely Kisgyorgy
1985,110833,2211.933416,3,2,0,1,43,Huang Jung Hsu
2009,103499,2211.928698,3,2,0,1,21,Aqeel Khan
1990,100892,2211.913322,5,3,0,2,28,Alexandre Hocevar
2009,104179,2211.903631,3,2,0,1,38,Bruno Echagaray
2013,105790,2211.880896,1,1,0,0,34,Yong Kyu Lim
1994,102588,2211.84315,13,6,0,7,3,Lars Rehmann
1992,101270,2211.838108,4,2,0,2,6,Thomas Gollwitzer
2001,102548,2211.822065,14,7,0,7,17,Juan Antonio Marin
2015,105238,2211.797413,52,26,0,26,3,Alexandr Dolgopolov
2010,104952,2211.793886,3,2,0,1,22,Martin Pedersen
1994,101422,2211.791509,3,2,0,1,21,Mark Kaplan
2011,103851,2211.785488,6,3,0,3,13,Conor Niland
2004,104585,2211.781429,3,2,0,1,8,Gyorgy Balazs
2009,103184,2211.768197,1,1,0,0,21,Bob Bryan
2004,103319,2211.733315,26,13,0,13,3,Jeff Morrison
2010,104494,2211.729127,5,3,0,2,10,Adrian Ungur
2003,102880,2211.723371,17,9,0,8,6,Alexander Popp
1985,100780,2211.704952,35,16,0,19,5,Mike De Palmer
1987,101448,2211.699358,5,3,0,2,27,Tasos Bavelas
1998,102524,2211.68659,14,7,0,7,10,Neville Godwin
2010,104868,2211.662527,10,5,0,5,20,James Ward
1996,102615,2211.634066,10,5,0,5,6,Dennis Van Scheppingen
2010,105166,2211.631185,8,4,0,4,11,Peter Polansky
1986,100870,2211.630216,26,13,0,13,3,Christo Van Rensburg
2006,104179,2211.621153,3,2,0,1,8,Bruno Echagaray
2013,106071,2211.616602,47,25,0,22,3,Bernard Tomic
2009,104225,2211.581436,4,2,0,2,0,Jan Hajek
1988,101154,2211.58039,34,16,0,18,3,Simon Youl
1989,106580,2211.565469,5,3,0,2,28,Arjun Fernando
1988,100395,2211.558991,1,1,0,0,39,Victor Pecci
2015,104586,2211.533451,50,20,0,30,3,Lukas Rosol
2004,104252,2211.529011,38,19,0,19,3,Florian Mayer
2011,103990,2211.527965,34,20,0,14,6,Tommy Robredo
2002,102928,2211.496455,3,2,0,1,8,Hee Seok Chung
1991,101226,2211.477294,12,6,0,6,7,Johan Carlsson
1989,100661,2211.466713,5,3,0,2,38,Damir Keretic
1991,101432,2211.456122,23,12,0,11,3,Dimitri Poliakov
2015,106175,2211.44643,5,3,0,2,11,Ricardo Rodriguez
2003,102148,2211.433179,40,17,0,23,2,Fabrice Santoro
1987,100825,2211.432277,6,3,0,3,22,Hugo Chapacu
2001,103877,2211.4241,5,3,0,2,9,Mike Scheidweiler
2015,105877,2211.413668,3,2,0,1,11,Emilio Gomez
2013,105060,2211.409977,3,2,0,1,18,Aldin Setkic
1996,106536,2211.409122,3,2,0,1,19,Andres Filimonov
1999,108852,2211.409122,3,2,0,1,34,Asiri Iddamalgoda
2008,108960,2211.409122,3,2,0,1,31,Michael Lai
1987,101382,2211.400646,9,5,0,4,3,Marcelo Filippini
2005,103468,2211.395586,5,3,0,2,20,Harsh Mankad
2014,103285,2211.388176,35,17,0,18,10,Radek Stepanek
1996,101098,2211.382285,49,26,0,23,3,Guy Forget
2003,103638,2211.373552,5,3,0,2,8,Jhonson Garcia
1999,102567,2211.361147,14,7,0,7,2,George Bastl
2013,104395,2211.360455,3,2,0,1,34,Marcel Felder
1990,101249,2211.351064,8,4,0,4,1,Andrei Olhovskiy
2000,102143,2211.34228,4,2,0,2,6,Nicolas Thomann
2008,104349,2211.32643,7,4,0,3,8,Rui Machado
1999,101964,2211.310824,48,22,0,26,2,Goran Ivanisevic
2001,101965,2211.30771,39,18,0,21,2,Wayne Ferreira
2004,103857,2211.297751,4,2,0,2,3,Igor Kunitsyn
2014,105806,2211.277082,5,3,0,2,9,Mirza Basic
2005,103066,2211.253237,5,3,0,2,8,Mark Nielsen
1991,101124,2211.250687,16,8,0,8,7,Paolo Cane
2003,103908,2211.217497,39,16,0,23,2,Paul Henri Mathieu
1991,101725,2211.213277,21,11,0,10,3,Gabriel Markus
1997,102024,2211.208475,54,24,0,30,2,Hernan Gumy
1992,101889,2211.135432,48,25,0,23,3,Todd Woodbridge
2009,103454,2211.096523,21,9,0,12,11,Nicolas Massu
1989,100618,2211.086584,30,14,0,16,3,Leif Shiras
2011,105561,2211.054601,3,2,0,1,11,Alessandro Giannessi
2011,104233,2211.048293,7,4,0,3,12,Frederik Nielsen
1989,101255,2211.035784,3,2,0,1,40,Greg Van Emburgh
1988,100809,2211.032043,24,11,0,13,5,Juan Aguilera
2012,105657,2211.010986,8,4,0,4,6,Marius Copil
2006,108628,2211.006861,5,3,0,2,8,Jhonnatan Medina Alvarez
2007,103096,2211.004161,50,24,0,26,2,Arnaud Clement
1986,100321,2210.999613,18,9,0,9,10,Vijay Amritraj
2014,103451,2210.930929,5,3,0,2,38,Bjorn Phau
2004,102306,2210.926675,8,4,0,4,3,Michael Kohlmann
1999,102179,2210.906989,19,9,0,10,6,Antony Dupuis
2010,105777,2210.901315,5,3,0,2,22,Grigor Dimitrov
2006,103865,2210.886408,5,3,0,2,8,Prima Simpatiaji
2013,105155,2210.866882,3,2,0,1,30,Pedro Sousa
2009,103632,2210.838522,3,2,0,1,11,Luis Horna
1998,102655,2210.827807,5,3,0,2,9,Jimy Szymanski
1998,103065,2210.827807,5,3,0,2,9,Kepler Orellana
2009,105062,2210.826215,14,7,0,7,5,Mikhail Kukushkin
2010,104735,2210.799625,15,7,0,8,3,Tobias Kamke
1995,101701,2210.78033,11,6,0,5,6,Bing Pan
2013,103607,2210.766472,3,2,0,1,11,Victor Estrella
2003,101938,2210.754019,3,2,0,1,30,Bernardo Mota
1993,101515,2210.735648,2,1,0,1,7,Donald Johnson
1998,103227,2210.734852,3,2,0,1,9,Mariano Sanchez
1996,102703,2210.72965,5,3,0,2,31,Hyung Taik Lee
2005,103936,2210.719018,5,3,0,2,8,Todor Enev
1993,101722,2210.706652,6,3,0,3,11,Han Cheol Shin
1989,101543,2210.694752,21,10,0,11,2,Jeff Tarango
1993,101511,2210.683817,39,19,0,20,6,Horst Skoff
1993,101353,2210.669694,3,2,0,1,6,Lionel Barthez
2008,105173,2210.669345,6,3,0,3,2,Adrian Mannarino
2002,103239,2210.658354,3,2,0,1,14,Marcus Sarstrand
2014,104467,2210.628168,3,2,0,1,31,Lamine Ouahab
1996,101958,2210.589517,2,1,0,1,21,Pierre Bouteyre
1987,100792,2210.584596,5,3,0,2,22,Adrian Marcu
2005,104813,2210.570912,3,2,0,1,8,Grega Zemlja
2013,105946,2210.552816,3,2,0,1,11,Liang Chi Huang
1986,107560,2210.541738,3,2,0,1,26,Leeh Bienkowski
2012,105583,2210.529222,3,2,0,1,31,Dusan Lajovic
1995,101203,2210.526495,5,3,0,2,10,Adrian Graimprey
1994,101084,2210.520579,50,25,0,25,3,Jakob Hlasek
1997,102911,2210.515114,4,2,0,2,11,Andrei Stoliarov
1994,101311,2210.488826,6,3,0,3,6,Kent Kinnear
2015,105490,2210.46013,5,3,0,2,11,Jui Chen Hung
1990,101409,2210.43797,38,18,0,20,1,Jaime Yzaga
1989,110818,2210.422544,5,3,0,2,28,Shovon Jamaly
2009,104070,2210.411246,4,2,0,2,12,Jesse Witten
1985,100448,2210.397867,2,1,0,1,16,Bruce Foxworth
2007,103978,2210.391576,7,4,0,3,9,Rabie Chaki
2000,102562,2210.350629,54,27,0,27,3,Jiri Novak
1986,100648,2210.335769,3,2,0,1,26,Sadiq Abdullahi
1992,101437,2210.324872,3,2,0,1,31,Seung Ho Ji
1991,101026,2210.310117,42,19,0,23,3,Jim Grabb
2013,105807,2210.293679,14,7,0,7,5,Pablo Carreno Busta
1988,101119,2210.271087,40,17,0,23,2,Marian Vajda
1996,102085,2210.269649,8,4,0,4,10,Sasa Hirszon
1993,102139,2210.261843,4,2,0,2,7,Eyal Ran
2015,103607,2210.255931,40,20,0,20,7,Victor Estrella
1990,100689,2210.229548,37,18,0,19,1,Tim Mayotte
2007,104797,2210.198107,3,2,0,1,35,Denis Istomin
2014,106026,2210.191957,7,4,0,3,9,Yuki Bhambri
1992,101362,2210.148998,8,4,0,4,6,Stephane Simian
1993,101391,2210.148752,44,21,0,23,3,Carl Uwe Steeb
2015,105030,2210.101387,7,4,0,3,19,Michael Venus
1992,101703,2210.092688,30,14,0,16,3,Guillaume Raoux
