id,score,season,name
120792,0.000645349,2015,M Abid Ali Khan Akbar
117356,0.000645349,2015,Cem Ilkel
200273,0.000645349,2015,Hady Habib
111190,0.000638552,2015,Zhizhen Zhang
105216,0.00063848,2015,Yuichi Sugita
104714,0.000637692,2015,Julian Reister
104839,0.000627036,2015,Yassine Idmbarek
111797,0.00062311,2015,Nicolas Jarry
105872,0.000619656,2015,Christian Lindell
103565,0.000619656,2015,Stephane Robert
105542,0.000611803,2015,Bastian Trinker
106234,0.000611803,2015,Aslan Karatsev
103812,0.000611803,2015,Victor Hanescu
106148,0.000605057,2015,Roberto Carballes Baena
104629,0.000603389,2015,Adrian Menendez Maceiras
105269,0.000601332,2015,Marcelo Demoliner
126207,0.000594822,2015,Francis Tiafoe
105063,0.000594822,2015,Andrea Arnaboldi
103902,0.000587616,2015,Jan Mertl
106281,0.000570809,2015,Liam Broady
105963,0.000568948,2015,Arthur De Greef
144719,0.000562629,2015,Jaume Munar
110602,0.000562142,2015,Dennis Novak
106032,0.000561668,2015,Facundo Arguello
105512,0.000559362,2015,Alexander Sarkissian
104500,0.000559258,2015,Somdev Devvarman
105917,0.000555961,2015,Gianni Mina
103843,0.0005541,2015,Marco Chiudinelli
106390,0.000551336,2015,Matteo Donati
105655,0.00054811,2015,Hiroki Moriya
105254,0.000545277,2015,Nikola Mektic
104233,0.000544141,2015,Frederik Nielsen
103997,0.000541852,2015,Lukasz Kubot
103898,0.000537583,2015,Julien Benneteau
105826,0.000530419,2015,Alejandro Gomez GB42
126203,0.000520519,2015,Taylor Harry Fritz
105935,0.000497093,2015,Duilio Beretta
105493,0.000497093,2015,Tomislav Brkic
106174,0.000447674,2015,Gonzalo Lama
103529,0.000447674,2015,Aisam Ul Haq Qureshi
104813,0.000348837,2015,Grega Zemlja
104952,0.000348837,2015,Martin Pedersen
123921,0.000348837,2015,Calvin Hemery
103821,0.000348837,2015,Danai Udomchoke
106175,0.000348837,2015,Ricardo Rodriguez
127570,0.000348837,2015,Rodrigo Arus
105467,0.000348837,2015,Jordi Munoz Abreu
126473,0.000348837,2015,Aljaz Radinski
105099,0.000348837,2015,Antonio Veic
105098,0.000348837,2015,Alexandre Sidorenko
121331,0.000348837,2015,Pablo Nunez
106216,0.000348837,2015,Bjorn Fratangelo
111153,0.000348837,2015,Christopher Eubanks
106207,0.000348837,2015,Mate Pavic
111805,0.000348837,2015,Seong Chan Hong
126152,0.000348837,2015,Ryan Shane
105626,0.000348837,2015,Takanyi Garanganga
106325,0.000348837,2015,Jabor Al Mutawa
105302,0.000348837,2015,Ante Pavic
104216,0.000348837,2015,Maximo Gonzalez
111794,0.000348837,2015,Kamil Majchrzak
111575,0.000348837,2015,Karen Khachanov
105436,0.000348837,2015,Markus Eriksson
111578,0.000348837,2015,Stefan Kozlov
106136,0.000348837,2015,Warit Sornbutnark
106138,0.000348837,2015,Yaraslau Shyla
106034,0.000348837,2015,Yasutaka Uchiyama
105541,0.000348837,2015,Alex Llompart
105239,0.000348837,2015,Daniel Glancy
108717,0.000348837,2015,Francis Casey Alcantara
122548,0.000348837,2015,Edan Leshem
111506,0.000348837,2015,Maxime Hamou
104847,0.000348837,2015,Adrien Bossel
123965,0.000348837,2015,Rodrigo Banzer
145022,0.000348837,2015,Nour Nehme
145023,0.000348837,2015,Maxim Bulat
104433,0.000348837,2015,Frank Dancevic
106362,0.000348837,2015,Laurent Lokoli
105120,0.000348837,2015,Andres Molteni
105899,0.000348837,2015,Martin Cuevas
104619,0.000348837,2015,Jesse Huta Galung
106368,0.000348837,2015,Ramkumar Ramanathan
106249,0.000348837,2015,Joao Domingues
106243,0.000348837,2015,Mate Delic
105759,0.000348837,2015,Henrik Sillanpaa
105490,0.000348837,2015,Jui Chen Hung
104505,0.000348837,2015,Konstantin Kravchuk
105671,0.000348837,2015,Gastao Elias
105827,0.000348837,2015,Laurynas Grigelis
105820,0.000348837,2015,Juan Carlos Saez
105587,0.000348837,2015,Tom Kocevar Desman
105586,0.000348837,2015,Alexander Lazov
107098,0.000348837,2015,Gilles Kremer
105943,0.000348837,2015,Federico Gaio
104802,0.000348837,2015,Fabrice Martin
108618,0.000348837,2015,Karim Alayli
104804,0.000348837,2015,Amir Weintraub
105401,0.000348837,2015,Matteo Trevisan
103875,0.000348837,2015,Anoosha Shahgholi
106109,0.000348837,2015,Alex Bolt
106100,0.000348837,2015,Micke Kontinen
133301,0.000348837,2015,Giovani Samaha
124063,0.000348837,2015,Santiago Maresca
108768,0.000348837,2015,Gabriel Flores Ruiz
108761,0.000348837,2015,Mikelis Libietis
108763,0.000348837,2015,Alberto Emmanuel Alvarado Larin
123983,0.000348837,2015,Nerman Fatic
105015,0.000348837,2015,Franco Skugor
105633,0.000348837,2015,Mohamed Safwat
105339,0.000348837,2015,Yan Bai
105909,0.000348837,2015,Sam Barry
105334,0.000348837,2015,Luis David Martinez
127326,0.000348837,2015,Ben Fatael
103188,0.000348837,2015,Michael Russell
104656,0.000348837,2015,Haydn Lewis
121896,0.000348837,2015,Gabor Borsos
126646,0.000348837,2015,Tim Van Rijthoven
111460,0.000348837,2015,Quentin Halys
106381,0.000348837,2015,Temur Ismailov
105877,0.000348837,2015,Emilio Gomez
111511,0.000348837,2015,Noah Rubin
111513,0.000348837,2015,Laslo Djere
111167,0.000348837,2015,Ugo Nastasi
106150,0.000348837,2015,Jeson Patrombon
134886,0.000348837,2015,Sharmal Dissanayake
106227,0.000348837,2015,Ji Sung Nam
104117,0.000348837,2015,Giovanni Lapentti
105004,0.000348837,2015,Dimitar Kutrovsky
105111,0.000348837,2015,Ivan Endara
104603,0.000348837,2015,Andrei Ciumac
122321,0.000348837,2015,Marat Deviatiarov
105182,0.000348837,2015,Antso Rakotondramanga
105934,0.000348837,2015,Chuhan Wang
104763,0.000348837,2015,Rafael Arevalo
144854,0.000348837,2015,Rudolfs Mednis
103967,0.000348837,2015,Michael Lammer
108972,0.000348837,2015,Ibrahim Abou Chahine
105841,0.000348837,2015,Lorenzo Giustino
134114,0.000348837,2015,Jad Ballout
108779,0.000348837,2015,Jacob Rasolondrazana
104909,0.000348837,2015,Sunu Wahyu Trijati
104095,0.000348837,2015,David Guez
104905,0.000348837,2015,Nicolas Barrientos
132566,0.000348837,2015,Dmitrii Baskov
106232,0.000348837,2015,Roberto Cid
108789,0.000348837,2015,Rafa Orantes
105026,0.000348837,2015,Takuto Niki
108786,0.000348837,2015,Seanon Williams
104007,0.000348837,2015,Andre Ghem
104736,0.000348837,2015,Farrukh Dustov
104735,0.000348837,2015,Tobias Kamke
110754,0.000348837,2015,David Vega Hernandez
109739,0.000348837,2015,Maximilian Marterer
105270,0.000348837,2015,Maxime Teixeira
111181,0.000348837,2015,Pruchya Isarow
105273,0.000348837,2015,Mauricio Echazu
105325,0.000348837,2015,Germain Gigounon
105281,0.000348837,2015,Eric Quigley
105733,0.000348837,2015,Rhyne Williams
111453,0.000348837,2015,Mikael Torpegaard
105450,0.000348837,2015,Mike Urbanija
105454,0.000348837,2015,Brydan Klein
122669,0.000348837,2015,Juan Pablo Varillas Patino Samudio
105961,0.000348837,2015,David Souto
118591,0.000348837,2015,Russell Moseley
106393,0.000348837,2015,Frederico Ferreira Silva
105606,0.000348837,2015,Mohsen Hossein Zade
104944,0.000348837,2015,Niels Desein
104945,0.000348837,2015,James Mcgee
105434,0.000348837,2015,Ruan Roelofse
200537,0.000348837,2015,Nicolas Xiviller
106169,0.000348837,2015,Vladyslav Manafov
104783,0.000348837,2015,Mikhail Ledovskikh
108748,0.000348837,2015,Lukas Mugevicius
108747,0.000348837,2015,Dineshkanthan Thangarajah
121908,0.000348837,2015,Naser Al Obaidly
104895,0.000348837,2015,Abdullah Maqdas
104297,0.000348837,2015,Rogerio Dutra Silva
144707,0.000348837,2015,Mikael Ymer
106261,0.000348837,2015,Dennis Novikov
104672,0.000348837,2015,Vincent Millot
104676,0.000348837,2015,Andreas Beck
123755,0.000348837,2015,Daniel Elahi Galan Riveros
105070,0.000348837,2015,Hans Podlipnik Castillo
106412,0.000348837,2015,Lucas Gomez
105790,0.000348837,2015,Yong Kyu Lim
125571,0.000348837,2015,Christian Garay
106198,0.000348837,2015,Hugo Dellien
105250,0.000348837,2015,Mehdi Jdi
106293,0.000348837,2015,Kimmer Coppejans
106290,0.000348837,2015,Filip Peliwo
106291,0.000348837,2015,Luke Saville
104770,0.000348837,2015,Martin Fischer
111781,0.000348837,2015,Janis Podzus
105428,0.000348837,2015,Marcus Daniell
104822,0.000348837,2015,N Vijay Sundar Prashanth
111761,0.000348837,2015,Benjamin Lock
105853,0.000348837,2015,Tigre Hank
103594,0.000348837,2015,Oliver Marach
105554,0.000348837,2015,Daniel Evans
109257,0.000348837,2015,Ignaci Roca
105497,0.000348837,2015,Jose Hernandez
108780,0.000348837,2015,Lofo Ramiaramanana
105229,0.000348837,2015,Philip Bester
104910,0.000348837,2015,Tihomir Grozdanov
145016,0.000348837,2015,Julian Saborio
105132,0.000348837,2015,Jurgen Zopp
105137,0.000348837,2015,Pere Riba
120401,0.000348837,2015,Tucker Vorster
121971,0.000348837,2015,Duilio Vallebuona
105888,0.000348837,2015,Toni Androic
104628,0.000348837,2015,Alexander Kudryavtsev
144799,0.000348837,2015,Miguel Angel Este
111192,0.000348837,2015,Lucas Miedler
105613,0.000348837,2015,Norbert Gombos
122513,0.000348837,2015,Andrei Soltoianu
200274,0.000348837,2015,Alex Diaz
200272,0.000348837,2015,Jean Jacques Rakotohasy
200271,0.000348837,2015,Egor Matvievici
200270,0.000348837,2015,Alex Knaff
105047,0.000348837,2015,Tim Puetz
105041,0.000348837,2015,Lukas Lacko
111442,0.000348837,2015,Jordan Thompson
106299,0.000348837,2015,Bar Tzuf Botzer
106005,0.000348837,2015,Constant Lestienne
126681,0.000348837,2015,Dawood Sayed Hashim
105819,0.000348837,2015,Guido Andreozzi
105812,0.000348837,2015,David Agung Susanto
105341,0.000348837,2015,Thomas Fabbiano
126205,0.000348837,2015,Tommy Paul
126204,0.000348837,2015,Gerardo Lopez Villasenor
105590,0.000348837,2015,Uladzimir Ignatik
103819,0.010767032,2014,Roger Federer
104918,0.010038161,2014,Andy Murray
105777,0.009449126,2014,Grigor Dimitrov
105227,0.00889316,2014,Marin Cilic
104607,0.008628497,2014,Tomas Berdych
103970,0.008409999,2014,David Ferrer
105453,0.008321463,2014,Kei Nishikori
104745,0.008244529,2014,Rafael Nadal
105138,0.008019597,2014,Roberto Bautista Agut
104925,0.007871721,2014,Novak Djokovic
105683,0.007826145,2014,Milos Raonic
104926,0.007771297,2014,Fabio Fognini
105208,0.007762399,2014,Ernests Gulbis
103852,0.0074888,2014,Feliciano Lopez
104259,0.00736832,2014,Philipp Kohlschreiber
103333,0.00721101,2014,Ivo Karlovic
103990,0.007146878,2014,Tommy Robredo
104527,0.007038775,2014,Stanislas Wawrinka
104731,0.007000766,2014,Kevin Anderson
104586,0.006918357,2014,Lukas Rosol
104792,0.006568755,2014,Gael Monfils
104542,0.006551341,2014,Jo Wilfried Tsonga
104871,0.006506147,2014,Jeremy Chardy
105023,0.006478803,2014,Sam Querrey
104545,0.006391086,2014,John Isner
103794,0.006034306,2014,Benjamin Becker
104797,0.006019386,2014,Denis Istomin
105053,0.005984779,2014,Santiago Giraldo
104269,0.00574961,2014,Fernando Verdasco
104919,0.005678948,2014,Leonardo Mayer
104755,0.005670587,2014,Richard Gasquet
104468,0.005643859,2014,Gilles Simon
103813,0.005283912,2014,Jarkko Nieminen
104198,0.005233083,2014,Guillermo Garcia Lopez
106058,0.005062954,2014,Jack Sock
103720,0.005038896,2014,Lleyton Hewitt
105311,0.004981933,2014,Joao Sousa
105238,0.004940192,2014,Alexandr Dolgopolov
103898,0.004855725,2014,Julien Benneteau
104338,0.004784237,2014,Juan Monaco
104273,0.004778529,2014,Edouard Roger Vasselin
104665,0.004759914,2014,Pablo Andujar
104229,0.00474348,2014,Yen Hsun Lu
104719,0.004677708,2014,Marcel Granollers
104594,0.004552756,2014,Marinko Matosevic
105643,0.004485329,2014,Federico Delbonis
104312,0.004474885,2014,Andreas Seppi
104898,0.004296113,2014,Robin Haase
105373,0.004160115,2014,Martin Klizan
105449,0.004076341,2014,Steve Johnson
105676,0.004032048,2014,David Goffin
104655,0.003990088,2014,Pablo Cuevas
106233,0.003853051,2014,Dominic Thiem
106071,0.003845092,2014,Bernard Tomic
104122,0.003836728,2014,Carlos Berlocq
105577,0.003811546,2014,Vasek Pospisil
104559,0.003792072,2014,Teymuraz Gabashvili
105668,0.003751488,2014,Jerzy Janowicz
105583,0.003724216,2014,Dusan Lajovic
105077,0.003606434,2014,Albert Ramos
103285,0.003589779,2014,Radek Stepanek
104660,0.003485264,2014,Sergiy Stakhovsky
104597,0.00348442,2014,Nicolas Almagro
106210,0.003410291,2014,Jiri Vesely
105385,0.00338721,2014,Donald Young
104098,0.003363808,2014,Dmitry Tursunov
105032,0.003320592,2014,Samuel Groth
103656,0.003312935,2014,Albert Montanes
104534,0.003306349,2014,Dudi Sela
105064,0.003269047,2014,Thomaz Bellucci
104022,0.003222549,2014,Mikhail Youzhny
105173,0.003186495,2014,Adrian Mannarino
103781,0.00316919,2014,Jurgen Melzer
103163,0.003050209,2014,Tommy Haas
104460,0.003025191,2014,Dustin Brown
105526,0.002947255,2014,Jan Lennard Struff
105041,0.002925616,2014,Lukas Lacko
105807,0.002892223,2014,Pablo Carreno Busta
105062,0.00288035,2014,Mikhail Kukushkin
103812,0.00285909,2014,Victor Hanescu
104979,0.002688312,2014,Andrey Golubev
104471,0.002605299,2014,Ivan Dodig
104997,0.002549028,2014,Igor Sijsling
105985,0.002537324,2014,Darian King
103917,0.002496537,2014,Nicolas Mahut
105292,0.002387829,2014,Alejandro Gonzalez
105723,0.002352591,2014,Andrey Kuznetsov
104593,0.002314493,2014,Daniel Gimeno Traver
104547,0.002310973,2014,Horacio Zeballos
103908,0.00229039,2014,Paul Henri Mathieu
104268,0.002220013,2014,Alejandro Falla
106401,0.002084423,2014,Nick Kyrgios
103893,0.002061748,2014,Paolo Lorenzi
104882,0.0020322,2014,Blaz Kavcic
104291,0.002030525,2014,Malek Jaziri
105430,0.002026649,2014,Radu Albot
105332,0.002019831,2014,Benoit Paire
105376,0.001927238,2014,Peter Gojowczyk
104735,0.0019207,2014,Tobias Kamke
104932,0.00187962,2014,Kenny De Schepper
104252,0.001875614,2014,Florian Mayer
104571,0.00181707,2014,Marcos Baghdatis
105223,0.001802158,2014,Juan Martin Del Potro
104678,0.001749451,2014,Viktor Troicki
106432,0.001732511,2014,Borna Coric
105065,0.001718862,2014,Tim Smyczek
105657,0.001714452,2014,Marius Copil
103607,0.001690945,2014,Victor Estrella
111181,0.001662537,2014,Pruchya Isarow
105379,0.001655805,2014,Aljaz Bedene
103565,0.001573791,2014,Stephane Robert
105936,0.001557775,2014,Filip Krajinovic
104890,0.001546137,2014,Andreas Haider Maurer
103188,0.001541015,2014,Michael Russell
105575,0.001539671,2014,Ricardas Berankis
103786,0.001484916,2014,Nikolay Davydenko
104467,0.001460846,2014,Lamine Ouahab
105217,0.001403594,2014,Thiemo De Bakker
105992,0.001400053,2014,Ryan Harrison
104868,0.001313083,2014,James Ward
105051,0.0013003,2014,Matthew Ebden
104500,0.001286098,2014,Somdev Devvarman
105671,0.001284539,2014,Gastao Elias
103997,0.001273384,2014,Lukasz Kubot
103582,0.001252631,2014,Michael Berrer
104180,0.001221891,2014,Gilles Muller
104631,0.001215486,2014,Harshana Godamanna
104308,0.001210858,2014,Michal Przysiezny
104499,0.001205162,2014,Jimmy Wang
105499,0.00115955,2014,Christopher Diaz Figueroa
104620,0.001123061,2014,Simone Bolelli
105842,0.001106236,2014,Di Wu
104897,0.001105973,2014,Matthias Bachinger
100644,0.001095387,2014,Alexander Zverev
104233,0.001093439,2014,Frederik Nielsen
104952,0.00108528,2014,Martin Pedersen
105732,0.001084684,2014,Pierre Hugues Herbert
105872,0.001083514,2014,Christian Lindell
105554,0.001057951,2014,Daniel Evans
106033,0.001050526,2014,Romain Arneodo
106243,0.001038726,2014,Mate Delic
103566,0.001031756,2014,Michael Llodra
103451,0.00101494,2014,Bjorn Phau
105487,0.0010104,2014,Facundo Bagnis
104216,0.000978159,2014,Maximo Gonzalez
106198,0.000976904,2014,Hugo Dellien
104297,0.000975204,2014,Rogerio Dutra Silva
104433,0.000968306,2014,Frank Dancevic
104873,0.000966875,2014,Aleksandr Nedovyesov
106000,0.000955492,2014,Damir Dzumhur
106423,0.000950305,2014,Thanasi Kokkinakis
104494,0.000948947,2014,Adrian Ungur
103821,0.00094866,2014,Danai Udomchoke
104604,0.00094866,2014,Ruben Gonzales
106043,0.00094719,2014,Diego Sebastian Schwartzman
106174,0.000946262,2014,Gonzalo Lama
105656,0.000946262,2014,Marcelo Arevalo
105539,0.000928542,2014,Evgeny Donskoy
105273,0.000925154,2014,Mauricio Echazu
105464,0.000923919,2014,Christopher Rungkat
105137,0.000917318,2014,Pere Riba
104978,0.000916426,2014,Daniel Brands
106148,0.000912555,2014,Roberto Carballes Baena
105641,0.000910682,2014,Blaz Rola
104960,0.000910491,2014,Miguel Angel Reyes Varela
104068,0.000906273,2014,Robby Ginepri
106078,0.000901577,2014,Egor Gerasimov
111453,0.000901577,2014,Mikael Torpegaard
103600,0.000901577,2014,Mohammad Ghareeb
108701,0.000901577,2014,Juan Sebastian Cabal
106290,0.000882586,2014,Filip Peliwo
104864,0.000839838,2014,Alex Kuznetsov
105806,0.000828017,2014,Mirza Basic
105161,0.000827212,2014,Yann Marti
104166,0.000800283,2014,Alex Bogomolov Jr
105874,0.00078907,2014,Albano Olivetti
105438,0.00077587,2014,Inigo Cervantes Huegun
105497,0.000774971,2014,Jose Hernandez
103529,0.00076864,2014,Aisam Ul Haq Qureshi
105733,0.000759813,2014,Rhyne Williams
106291,0.000749127,2014,Luke Saville
106045,0.000748723,2014,Denis Kudla
102967,0.000747392,2014,Marc Gicquel
105302,0.000747352,2014,Ante Pavic
104628,0.000737134,2014,Alexander Kudryavtsev
106121,0.000736373,2014,Taro Daniel
105952,0.000730967,2014,Renzo Olivo
106298,0.000730741,2014,Lucas Pouille
106026,0.000728306,2014,Yuki Bhambri
105550,0.000714587,2014,Guido Pella
108766,0.000703756,2014,Samir Iftikhar
104600,0.000694855,2014,Treat Conrad Huey
105147,0.000694653,2014,Tatsuma Ito
117365,0.000657963,2014,Petros Chrysochos
103894,0.000648364,2014,Phillip King
111426,0.000648364,2014,John Morrissey
103573,0.000648364,2014,Rik De Voest
123983,0.000648364,2014,Nerman Fatic
104477,0.000648364,2014,Jorge Aguilar
106201,0.000648364,2014,Maxim Dubarenco
106426,0.000648364,2014,Christian Garin
104736,0.000648364,2014,Farrukh Dustov
144773,0.000648364,2014,Jose Olivares
106397,0.000648364,2014,Wishaya Trongcharoenchaikul
126094,0.000648364,2014,Andrey Rublev
108749,0.000648364,2014,Sergis Kyratzis
106194,0.000648364,2014,Nutthanon Kadchapanan
105853,0.000648364,2014,Tigre Hank
103835,0.000626022,2014,Filippo Volandri
105614,0.000610121,2014,Bradley Klahn
105678,0.000609769,2014,Axel Michon
104804,0.000597234,2014,Amir Weintraub
104651,0.000586273,2014,Martin Alund
110748,0.000585072,2014,Nikola Milojevic
