104273,1,105223,0
103781,1,104919,0
102148,1,104979,0
103720,1,105147,0
104468,1,102863,0
104022,1,105064,0
104676,1,102783,0
104607,1,104424,0
104527,1,104545,0
103752,1,103506,0
103843,1,104534,0
104792,1,104947,0
105208,1,103285,0
104338,1,104198,0
104755,1,104332,0
104542,1,104999,0
104273,1,103781,0
103720,1,102148,0
104022,1,104468,0
104607,1,104676,0
104527,1,103752,0
104792,1,103843,0
105208,1,104338,0
104542,1,104755,0
103720,1,104273,0
104022,1,104607,0
104792,1,104527,0
104542,1,105208,0
104022,1,103720,0
104542,1,104792,0
104542,1,104022,0
103900,1,102839,0
104593,1,103292,0
103507,1,102860,0
104719,1,105064,0
104216,1,102845,0
104314,1,103534,0
104338,1,103373,0
103506,1,103656,0
104655,1,104724,0
104392,1,103868,0
103428,1,103252,0
103990,1,103808,0
104076,1,103926,0
104926,1,104665,0
103675,1,103454,0
103169,1,104597,0
103900,1,104593,0
103507,1,104719,0
104216,1,104314,0
104338,1,103506,0
104392,1,104655,0
103990,1,103428,0
104076,1,104926,0
103169,1,103675,0
103900,1,103507,0
104338,1,104216,0
103990,1,104392,0
104076,1,103169,0
104338,1,103900,0
103990,1,104076,0
103990,1,104338,0
105041,1,103248,0
104676,1,103294,0
104259,1,103451,0
104098,1,103857,0
104542,1,102148,0
103163,1,102905,0
104999,1,102512,0
104607,1,103401,0
102783,1,102967,0
103794,1,103812,0
103694,1,102950,0
104332,1,104269,0
103781,1,103096,0
103017,1,104678,0
103722,1,104534,0
104925,1,104620,0
104676,1,105041,0
104259,1,104098,0
103163,1,104542,0
104999,1,104607,0
103794,1,102783,0
103694,1,104332,0
103781,1,103017,0
104925,1,103722,0
104259,1,104676,0
103163,1,104999,0
103694,1,103794,0
104925,1,103781,0
103163,1,104259,0
104925,1,103694,0
103163,1,104925,0
104230,1,103900,0
103252,1,103228,0
103506,1,103868,0
104719,1,104926,0
104597,1,104136,0
103808,1,103169,0
104593,1,102839,0
103656,1,104179,0
104076,1,104314,0
103428,1,104655,0
103240,1,104338,0
103990,1,103105,0
102845,1,104665,0
104919,1,103675,0
105064,1,103534,0
104792,1,103535,0
104230,1,103252,0
103506,1,104719,0
104597,1,103808,0
104593,1,103656,0
104076,1,103428,0
103990,1,103240,0
104919,1,102845,0
104792,1,105064,0
103506,1,104230,0
104597,1,104593,0
104076,1,103990,0
104792,1,104919,0
104597,1,103506,0
104792,1,104076,0
104597,1,104792,0
103084,1,103484,0
103758,1,103228,0
105095,1,104919,0
104593,1,104216,0
104871,1,105028,0
104198,1,104117,0
103373,1,102860,0
103720,1,103675,0
104154,1,104025,0
104545,1,103188,0
104639,1,104731,0
103781,1,103470,0
104719,1,104314,0
103163,1,103823,0
104812,1,103580,0
103451,1,103888,0
103084,1,103758,0
105095,1,104593,0
104198,1,104871,0
103720,1,103373,0
104545,1,104154,0
104639,1,103781,0
103163,1,104719,0
103451,1,104812,0
105095,1,103084,0
103720,1,104198,0
104639,1,104545,0
103451,1,103163,0
103720,1,105095,0
104639,1,103451,0
103720,1,104639,0
103786,1,104230,0
104160,1,104424,0
104676,1,104056,0
104719,1,102703,0
105227,1,103252,0
104797,1,103523,0
104534,1,103105,0
104386,1,104665,0
102845,1,103821,0
104500,1,103240,0
104371,1,104639,0
103333,1,104330,0
102783,1,104250,0
103752,1,104593,0
103451,1,103490,0
104262,1,104527,0
104160,1,103786,0
104719,1,104676,0
105227,1,104797,0
104386,1,104534,0
104500,1,102845,0
103333,1,104371,0
102783,1,103752,0
103451,1,104262,0
104719,1,104160,0
105227,1,104386,0
104500,1,103333,0
102783,1,103451,0
105227,1,104719,0
104500,1,102783,0
105227,1,104500,0
105208,1,104719,0
104678,1,103857,0
104338,1,103812,0
104035,1,103169,0
104068,1,104907,0
104545,1,103656,0
105023,1,104368,0
104180,1,103722,0
104229,1,104327,0
104259,1,103103,0
103507,1,105453,0
102967,1,102860,0
105223,1,105208,0
104678,1,104338,0
104417,1,104035,0
104545,1,104068,0
105023,1,104180,0
104597,1,104229,0
104259,1,103507,0
103970,1,102967,0
105223,1,104678,0
104417,1,104545,0
105023,1,104597,0
103970,1,104259,0
105223,1,104417,0
105023,1,103970,0
105223,1,105023,0
103898,1,103580,0
104978,1,102905,0
104620,1,104219,0
103808,1,103857,0
104597,1,103401,0
104022,1,104371,0
103823,1,103506,0
103908,1,104467,0
105217,1,102783,0
103720,1,104332,0
104676,1,104999,0
104607,1,104595,0
103017,1,105208,0
104871,1,105095,0
104259,1,103451,0
105227,1,104010,0
104978,1,103898,0
103808,1,104620,0
104022,1,104597,0
103908,1,103823,0
103720,1,105217,0
104607,1,104676,0
104871,1,103017,0
105227,1,104259,0
104978,1,103808,0
104022,1,103908,0
104607,1,103720,0
104871,1,105227,0
104022,1,104978,0
104607,1,104871,0
104607,1,104022,0
104542,1,103999,0
104797,1,103490,0
104371,1,104731,0
104019,1,104504,0
104198,1,103451,0
104919,1,103373,0
